County,Unique_Callsigns,Count
MAD,203,"8P5A,AA0FO,AA2ZW,AA3LX,AA3R,AB2FN,AB2SR,AB3CX,AC2RL,AC2XC,AC4G,AC7GG,AD2MM,AD2TM,AF8A,AH2O,AI2T,K0MFH,K0PC,K0SID,K1RO,K2AL,K2MV,K2NV,K2OS,K2PTC,K2QB,K2SSS,K2XA,K2YG,K2ZR,K3AQ,K3DQB,K3UA,K3WJV,K3YP,K4BAI,K4FTO,K4KYN,K4RUM,K5CM,K7REL,K8BQI,K8CW,K8GT,K8MR,K8QKY,K8RGI,K9CW,K9NW,K9OM,K9PW,K9UIY,KA2MGE,KB1RVU,KB2TBH,KB4CG,KC2MBV,KC2SRZ,KD2DLL,KD2EFR,KD2YMM,KD4S,KD8ZM,KE2ELI,KE2X,KG9N,KG9X,KK4TE,KM2L,KM2O,KM4JEG,KN4AAO,KO8SCA,KQ3F,KR2AA,KS2G,KV2X,KW9A,KX2NY,KY7M,LY5A,N0AJZ,N0LY,N1CEO,N1IBM,N1NQD,N1XI,N2B,N2BOC,N2JJ,N2MF,N2NC,N2PA,N2PEQ,N2PP,N2PQJ,N2SLO,N2SO,N2SQW,N2T,N2Y,N2ZX,N3AM,N3GJ,N3IW,N3KI,N3KN,N3KTA,N4CW,N4EMP,N4IJ,N4JVG,N5KW,N5SA,N5TJ,N6DE,N7IR,N8DNA,N8II,N9CIQ,NE8P,NF8M,NI8W,NJ1F,NM2A,NN2L,NQ2U,NQ2W,NX9B,OM2VL,VA3KRJ,VE2IAA,VE3AQ,VE3IFT,VE3NFN,VE3OMV,VE3TM,VE3YT,W0BM,W0ELT,W0PI,W0ZQ,W1AO,W1FM,W1SSN,W1TO,W1WV/M,W2CCC,W2DXE,W2E,W2FU,W2GDJ,W2IG,W2M,W2NO,W2NTV,W2NYW,W2OW,W2REA,W2RQ,W2TB,W2TZ,W3FIZ,W3TKB,W4LEW,W4SIG,W4YE,W5TM,W8HCG,W8II,W8PI,W9DC,W9RE,WA0I,WA0R,WA2AIV,WA2CHV,WA2CP,WA2DE,WA2DNI,WA2GOT,WA2JQK,WA2LMC,WA2QAU,WA3AFS,WA5SOG,WA8KAN,WB2AMN,WB2JLR,WB2PJH,WB2WPM,WB9CJB,WB9HFK,WK2H,WM2L,WO4O,WO9B,WOZQ,WW2J,WW2Y,WX8C,ZM2VI"
MD,56,"AA2ZW,AB3CX,AB3CX/OTS,K2A,K2EAG,K2IZ,K2NV,K2Q,K2Q/NIA/ORL,K2QB,K2SSS,K2V,K2XA,K2ZR,K3GHH/2,K4RUM,KA2NE,KC2KY,KE2AIZ,KE2SD,KM2L,KR2AA,KV2X,KX2NY,N2B,N2CU,N2CU/M,N2GA,N2MF,N2PA,N2PP,N2RC,N2T,N2TO,N2Y,N2ZX,NJ1F,NM2A,NN2L,NQ2W,W2DQ,W2DXE,W2FU,W2GR,W2LC,W2M,W2OW,W2TB,W2TZ,WA2CP,WA2NYY,WA2QAU,WB2AMN,WB2KAO,WW2P,WW2Y"
ME,113,"AA2ZW,AB3CX,AC2XC,AD2TM,AH2O,AI2T,K2A,K2A/BRM,K2A/COL,K2A/COR,K2A/DUT,K2A/ONO,K2A/ORA,K2A/SAR,K2A/TIO,K2A/ULS,K2A/WAS,K2AL,K2EAG,K2EAG/SCU,K2EP,K2G,K2IZ,K2LC,K2NV,K2Q,K2Q/LIV/ONT,K2Q/M,K2Q/NIA/ORL,K2Q/YAT/STE,K2QB,K2SSS,K2V,K2V/CAY,K2V/JEF,K2V/LEW,K2V/MAD,K2V/ONT,K2XA,K2ZR,K3GHH/2,K4RUM,KA2KGP,KC2KY,KC2MBV,KD2EFR,KE2AIZ,KE2SD,KE2X,KM2L,KM2O,KO8SCA,KR2AA,KV2X,KV2X/M,KX2NY,N2B,N2BOC,N2CU/ALL/LIV,N2CU/CHA/CAT,N2CU/M,N2GA,N2MF,N2OA,N2PA,N2PEQ,N2PP,N2PYH,N2RC,N2T,N2T/FUL,N2T/HER,N2T/ONE,N2T/ONO,N2T/ONT,N2T/OTS,N2T/SCO,N2T/SEN,N2T/YAT,N2Y,N2ZX,N3KTA,NJ1F,NM2A,NN2L,NQ2W,W2DXE,W2E,W2FU,W2GDJ,W2GR,W2JCT,W2LC,W2M,W2NTV,W2OW,W2REA,W2SO,W2TB,W2TZ,WA2CP,WA2DNI,WA2GOT,WA2NYY,WA2QAU,WB2AMN,WB2JLR,WB2KAO,WB2SIH,WC2XC,WM2L,WW2P,WW2Y"
MI,85,"AA2ZW,AB2FN,AB3C,AB3CX,AC2XC,AD2MM,AD2TM,AH2O,AI2T,K2A,K2AL,K2EAG,K2IZ,K2NV,K2Q/M,K2QB,K2SSS,K2V,K2XA,K2ZR,K3GHH/2,K4RUM,KC2KY,KC2MBV,KD2EFR,KE2AIZ,KE2EGF,KE2SD,KM2L,KM2O,KO8SCA,KR2AA,KS2G,KV2X/M,KX2NY,N2B,N2BOC,N2CU/M,N2GA,N2MF,N2OA,N2PA,N2PP,N2RC,N2SQW,N2T,N2Y,N2ZC,N2ZX,NJ1F,NM2A,NN2L,NQ2U,NQ2W,W2AAA,W2CCC,W2DXE,W2E,W2FU,W2GDJ,W2GR,W2IG,W2LC,W2M,W2OW,W2PJ,W2QL,W2SB,W2TB,W2TZ,WA2CHV,WA2CP,WA2DE,WA2DNI,WA2GOT,WA2JQK,WA2NYY,WA2QAU,WB2AMN,WB2JLR,WB2KAO,WB2SIH,WM2L,WW2P,WW2Y"
MN,166,"AA2ZW,AB2CX,AB2FN,AB3CX,AB3CX/OTS,AC2FA,AC2VE,AC2XC,AD2MM,AH2O,K08SCA,K0SID,K2A,K2A/DEL,K2AL,K2AL/ORA,K2EAG,K2EP,K2GKM,K2HZE,K2IZ,K2LAM,K2NV,K2PA,K2PTC,K2Q,K2Q/M,K2QB,K2RFO,K2SSS,K2T,K2V,K2V/LEW,K2XA,K2ZR,K3GHH,K3GHH/2,K4RUM,KB2KER,KB2LUV,KB2TDT,KC2KY,KC2MBV,KC2UWS,KD2DLL,KD2EFR,KD2RYX,KE2AIZ,KE2AUS,KE2BTB,KE2CSB,KE2CWJ,KE2DEB,KE2EEQ,KE2EG,KE2EGF,KE2ELI,KE2EVX,KE2FLW,KE2SD,KE2X,KJ2LBR,KM2L,KM2O,KN2M,KO8SCA,KR2AA,KS2G,KV2X,KV2X/M,KX2NY,N1JP,N1NQD,N2A,N2B,N2BO,N2BOC,N2CU,N2CU/ALL,N2CU/LIV,N2CU/M,N2DJS,N2GA,N2GSL,N2MEE,N2MF,N2N,N2OA,N2PA,N2PP,N2PYH,N2RC,N2SQW,N2STW,N2T,N2T/M,N2TKT,N2TO,N2TYW,N2XNB,N2Y,N2Y/ORA,N2Y/ROC,N2ZMW,N2ZX,N2ZX/SAR,N3ARB,N3KTA,NJ1F,NM2A,NN2L,NN2R,NQ2U,NQ2W,W2AAA,W2CCC,W2CH,W2DQ,W2DXE,W2E,W2FU,W2GDJ,W2GR,W2IG,W2IXE,W2IZ,W2LC,W2LGB,W2M,W2NTV,W2NY,W2OW,W2PJ,W2QL,W2RC,W2REA,W2SB,W2SO,W2TB,W2TZ,W9TCV,WA2BFI,WA2CHV,WA2CP,WA2DE,WA2DNE,WA2DNI,WA2GOT,WA2JQK,WA2NYY,WA2QAU,WB2AMN,WB2JLR,WB2KAO,WB2KWC,WB2SIH,WB2SIS,WB2WPM,WD2P,WI2M,WM2L,WM2Y,WT2Q,WT2X,WW2P,WW2Y"
MO,109,"AA2ZW,AB3CX,AB3CX/OTS,AH2O,AI2T,K2A,K2A/ALB,K2A/COL,K2A/DUT,K2A/ORA,K2A/SAR,K2A/TIO,K2AL,K2EAG,K2EP,K2G,K2IZ,K2NV,K2PTC,K2Q,K2Q/M,K2QB,K2SSS,K2UPD,K2V,K2XA,K2ZR,K3GHH/2,K4RUM,KB2URI,KC2KY,KE2AIZ,KE2AUS,KE2DEB,KE2EGF,KE2SD,KM2L,KN2M,KO8SCA,KR2AA,KS2G,KV2X,KV2X/M,KX2NY,N1NQD,N2B,N2BOC,N2CU,N2CU/M,N2CU/ONT,N2CU/STE,N2GA,N2GSL,N2MEE,N2MF,N2PA,N2PP,N2PYH,N2RC,N2T,N2T/DEL,N2T/FUL,N2T/MTG,N2T/ONE,N2T/OTS,N2T/SCO,N2T/SEN,N2T/TOM,N2Y,N2ZX,N3KTA,NM2A,NN2L,NQ2W,W2CCC,W2DQ,W2DXE,W2ELS,W2FU,W2GDJ,W2GR,W2KYM,W2LC,W2M,W2OW,W2PJ,W2QL,W2SB,W2SIH,W2SO,W2TB,W2TZ,W2TZ/STE,WA2CHV,WA2CP,WA2DE,WA2DNI,WA2JQK,WA2NYY,WA2QAU,WB2AMN,WB2JLR,WB2KAO,WB2KWC,WB2SIH,WB2WPM,WT2X,WW2P,WW2Y"
MON,1161,"4X1WQ,8P5A,9A7KZ,AA0AW,AA0FO,AA0O,AA1NK,AA1XQ,AA2IL,AA2ZW,AA3LX,AA3R,AA4TI,AA5JF,AA6X,AA7E,AA7V,AA9E,AB0BM,AB1BL,AB2FN,AB2IW,AB2SR,AB3CX,AC0BT,AC0VB,AC0W,AC2FA,AC2N,AC2RL,AC2VE,AC2XC,AC4G,AC5FD,AC6ZM,AC7DD,AC7PB,AC7V,AC8S,AC9RW,AC9TO,AD2MM,AD2TM,AD4EB/M,AD6HV,AD6T,AD7CL,AE0S,AE1T,AE4AW,AE6ZB,AE7CG,AF4HS,AF5CC,AF5WA,AF8A,AG3G,AG6PF,AH2O,AI0H,AI2T,AI4DB,AI5BE,AI5G,AI6O,AI6OZ,AI6QZ,AI6US,AI7EX,AJ4LN,AJ6CL,AJ8L,AK6GR,AK6LW,AK6MB,CT9/WT3J,DA1TT,DA2K,DA3T,DD5M,DF0PW,DF7C,DH0GDS,DH3KR,DJ9RR,DK0JRS,DK2OY,DK3WW,DK9PY,DL1HBT,DL1NEO,DL1PLS,DL4HG,DL5ANS,DL7ON,DR0W,DR5W,EA3BV,EA3NO,EA6XQ,EA8COH,EI5DI,EU1TN,F5LTH,F5VV,F6ARL,F6EPO,F8PDR,G3OKA,G3RFS,G3SWH,G3YLA,G4OER,GB2MAR,HA9RE,HB9DAX,HB9DCM,I5YTJ,IK5JWQ,IK5PWQ,IT9EJP/QRP,IW2CNM,IZ1FRU,K0AD,K0BSA,K0DME,K0EOA,K0HB,K0HNL,K0HX,K0II,K0LTL,K0MPH,K0MPS,K0PC,K0RC,K0SID,K0SV,K0TC,K0TER,K0TRL,K0UU,K0VBU,K0WRY,K1AJ,K1AR,K1BZ,K1KX,K1RO,K1SW,K1VMT,K1VUT,K1ZHG,K2A,K2AJK,K2AL,K2AMV,K2CJS,K2DBK,K2EAG,K2EP,K2FEO,K2G,K2G/M,K2GEP,K2HYD,K2ICQ,K2IRK,K2IRM,K2IZ,K2KT,K2MK,K2MN,K2MV,K2MYQ/1,K2NV,K2OEQ,K2OS,K2PTC,K2Q,K2Q/M,K2QB,K2QY,K2RSK,K2SSS,K2TGW,K2TV,K2V,K2WK,K2WPM,K2XA,K2YG,K2ZR,K3DQB,K3EST,K3GHH/2,K3GHS/2,K3GWK,K3HTK,K3JT,K3MZ,K3NCE,K3OP,K3PA,K3QP,K3RJS,K3RRA,K3TN,K3TW,K3UA,K3WJV,K3WM,K3YP,K4AMC,K4AP,K4BAI,K4BDX,K4BSK,K4CJB,K4DR,K4DSB,K4FT,K4FTO,K4GM,K4GSX,K4ISW,K4KYN,K4NCC,K4NMR,K4NYS,K4OGB,K4OTT,K4QQG,K4RUM,K4SBZ,K4VTM,K4Y,K4YFH,K4YUC,K5CLB,K5CM,K5FAM,K5FNE,K5GE,K5KJV,K5KKC,K5LG,K5LH,K5MAY,K5ME,K5MO,K5QQ,K5TDV,K5TF,K5TIA,K5UR,K5VIP,K5VR,K5WSN,K5XH,K5YX,K5ZD,K6AA,K6ACW,K6BBQ,K6FRJ,K6GSX,K6KQV,K6NZH,K6PA,K6PX,K6QQX,K6RM,K6TTA/M,K6TXA,K6VDO,K6WK,K7BSO,K7DWI,K7EA,K7EPD,K7JPX,K7JSX,K7KHC,K7KHY,K7MOA,K7QA,K7REL,K7RL,K7SH,K7SS,K7TKT,K7TXA,K8AAX,K8BQI,K8BRC,K8FFF,K8GB,K8MR,K8OOK,K8QKY,K8RGI,K8RYU,K8TDF,K8TR,K8TW,K9CC,K9CPO,K9CW,K9CZR,K9DC,K9DXA,K9ELF,K9IU,K9JK,K9KUD,K9LTX,K9NW,K9OM,K9PW,K9UIY,K9UUT,K9VIT,K9ZIB,KA0HPH,KA0PQW,KA2ENE,KA2FIR,KA2ISM,KA2KGP,KA2MGE,KA3D,KA3EEO,KA3JNN,KA4AMI,KA7MDM,KA7RON,KA8HDE,KA8JBK,KA8TOA,KB0CFD,KB0MPV,KB0NES,KB0NXK,KB0YME,KB1RVU,KB2FAK,KB2TDT,KB2URI,KB3KOW,KB3NSK,KB4CG,KB4DE,KB4KFT,KB4PIX,KB4SYV,KB5HQS,KB5SA,KB8AZS,KB8GAE,KB9DFE,KB9JJF,KB9LGS,KB9S,KC0COR,KC0INP,KC0UJC,KC0ZXZ,KC1GEJ,KC1PDW,KC1QEM,KC1QXL,KC2BBI,KC2DPF,KC2KDD,KC2KSS,KC2KWA,KC2KY,KC2LEB,KC2LM,KC2MBV,KC2SRZ,KC2WUF,KC2YME,KC3DSO,KC3KRZ,KC3M,KC3OQ,KC3WXB,KC3ZAA,KC4BB,KC4IR,KC5AAV,KC5F,KC5QX,KC5RPF,KC5WSI,KC8HXO,KC9CRV,KC9CSQ,KC9DGP,KC9JML,KD0B,KD0NES,KD2CTZ,KD2CWU,KD2DLL,KD2EFR,KD2HE,KD2KEH,KD2KW,KD2LGX,KD2NY,KD2PLR,KD2PQP,KD2RPX,KD2TIV,KD2VRS,KD2X,KD2YIO,KD2YMM,KD3D,KD4ARJ,KD4DIW,KD4S,KD5CT,KD5J,KD5TXX,KD7FQI,KD7GB,KD8MIB,KD9GY,KE0EHD,KE0JBT,KE0TT,KE0YPI,KE1IH,KE2AIZ,KE2BQJ,KE2CNS,KE2CSB,KE2CSP,KE2CWJ,KE2CZU,KE2EEQ,KE2EGF,KE2ELI,KE2ELL,KE2EVX,KE2FGN,KE2SD,KE2X,KE3V,KE4EA,KE4Q,KE4WLE,KE4YZT,KE7FHI,KE7LBB,KE8PX,KE8QKO,KE8VC,KE8WXY,KE9CDJ,KE9DPI,KF0AMJ,KF0CAY,KF0EOI,KF0KKX,KF0LPQ,KF0QMI,KF0VCA,KF2AA,KF3EB,KF3G,KF5CSO,KF6AH,KF6ESD,KF7ZN,KF7ZVL,KF8ECI,KG2U,KG4VET,KG5HUF,KG5JPU,KG5SQ,KG6COH,KG6WSW,KG7CRD,KG7JSF,KG8AI,KG8CO,KG8JK,KG9D,KG9HV,KG9JP,KG9X,KH2TJ,KH6HT,KI0EB,KI4AMD,KI5MA,KI5MM,KI5TEB,KI6KGC,KI6OY,KI6YAA,KI7LVZ,KJ2LBR,KJ5BAE,KJ5FLY,KJ5IEL,KJ5JYJ,KJ5KGO,KJ5MGW,KJ5MYS,KJ6XC,KJ7IAW,KJ9C,KK4R,KK4RR,KK4TE,KK5I,KK5MR,KK5TIM,KK7CGU,KK7HGW,KK7PW,KK7RVX,KK7VXK,KK7WOL,KL1JP,KL7PK,KL7TC,KM0I,KM2L,KM2O,KM3STU,KM4EMA,KM4FO,KM4IAJ,KM4JEG,KM4JWW,KM4ZZ,KM6KFW,KM7AMT,KM7AXG,KM8L,KM9R,KN0V,KN2M,KN3A,KN4AAO,KN4HYG,KN5EEE,KN6BEZ,KN6IHT,KN6JB,KN6MS,KN6NGP,KN6REL,KN6SHI,KN6VQR,KN6VTC,KN6YAS,KN8D,KO4FX,KO6FEJ,KO6FOV,KO6JVD,KO6KYF,KO8SCA,KO9V,KP2M,KP4MRT,KP4Q,KQ2R,KQ3F,KQ4CM,KQ4EFL,KQ4MHE,KQ4R,KQ4THW,KQ4VSG,KQ6RP,KR2AA,KR2H,KR3DX,KR4AE,KR4CKB,KS2G,KS2SJG,KS4CR,KS5B,KT0DX,KU4FX,KU4YW,KV0I,KV2X/M,KV3T,KW4EE,KW4GF,KW4QQG,KW9A,KX2NY,KX2P,KX4XU,KY0Q,KY4GS,KY7M,KZ3P,LY5A,LZ1XV,N0AT,N0AX,N0BF,N0BT,N0FRC,N0HJZ,N0IQM,N0JG,N0JMB,N0KTB,N0LOT,N0LTX,N0LY,N0OK,N0OSCX,N0QQD,N0SM,N0TK,N0UR,N0VQE,N0ZIB,N1ADX,N1CEO,N1DRS,N1IBM,N1JP,N1KAR,N1NQD,N1XI,N1YLO,N2A,N2B,N2BOC,N2CBH,N2CU,N2CU/M,N2DM,N2DUI,N2EIM,N2FQ,N2GA,N2IDA,N2JJ,N2MF,N2MM,N2NC,N2NKX,N2NRV,N2OA,N2OBE,N2OIG,N2PA,N2PEQ,N2PP,N2PQJ,N2PTF,N2RC,N2RL,N2SLO,N2SO,N2SQW,N2T,N2T/MTG,N2Y,N2YBB,N2ZK,N2ZX,N2ZZ,N3A/5,N3AM,N3ARB,N3CKI,N3FT,N3FTO,N3GJ,N3GTH,N3ILS,N3IW,N3JT,N3KI,N3KN,N3KTA,N3NSL,N3PPE,N3QXC,N3RF,N3WT,N3XF,N3ZZ,N4CW,N4DPM,N4EMP,N4FFF,N4GEB,N4IJ,N4IU,N4JVP,N4LD,N4SNI,N4TTU,N4UCM,N4XD,N5AU,N5CSK,N5DWE,N5EP,N5JDT,N5KD,N5KW,N5MLP,N5OHL,N5RZ,N5SEB,N5TJ,N5VJX,N5ZC,N6ABB,N6CHU/7,N6DE,N6EF,N6GP,N6IC,N6JPR,N6JZT,N6KEN,N6KZ,N6MRS,N6MU,N6QU,N6TR,N6YU,N7AAL,N7EPD,N7HYV,N7IR,N7LRG,N7OME,N7RSS,N7SE,N8DNA,N8DPF,N8EMC,N8II,N8LAG,N8MD,N8QE,N8RGA,N9CIQ,N9DBS,N9EAT,N9EXL,N9FZ,N9GVP,N9MI,N9MS,N9MTG,N9NM,N9RV,N9SB,N9UUP,NB4T,NC2M,ND1X,ND2B,NE2R,NE3S,NE4S,NE5A,NE7X,NE8P,NE9H,NF0N,NF8M,NG2P,NG7X,NI3H,NI7U,NI8W,NJ0EL,NJ1F,NJ3K,NL7BI,NM2A,NN2K,NN2L,NN2NN,NN7A,NP3A,NP3K,NQ2U,NQ2W,NQ8T,NR7T,NS3H,NS4T,NS4TT,NS4X,NS7B,NS8O,NT4U,NV4H,NW0M,NW8Y,NX1K,NX4N,NX9B,NY0A,NY2A,NY9H,NY9P,NZ2S,OH7MA,OM2VL,ON2ZX,PY2ZMN,RA3X,RN45T,RN9DEK,SP1AEN,SQ4SQO,SV1ENV,UA7O,UT4NA,UT7VW,VA3EKL,VA3FN,VA3KRJ,VA3VS,VA6RCN,VA6TTX,VA7KLT,VE1RGO,VE2IAA,VE2KEZ,VE2KLW,VE2VAB,VE3AQ,VE3DQN,VE3EUT,VE3HZ,VE3IFT,VE3JZT,VE3MDX,VE3MV,VE3NFN,VE3OMV,VE3SIF,VE3SSR,VE3TM,VE3VA,VE3WG,VE3YT,VE4KMF,VE4KMO,VE4YT,VE5REV,VE5UO,VE6TWN,VE7DQU,VE7IMI,VE7KVO,VE7SCC,VE7ZO,VE7ZR,VE9RLW,W0BH,W0BM,W0BNC,W0CKI,W0DCN,W0DET,W0ELT,W0KHZ,W0NV,W0OJW,W0PI,W0SSB,W0UC,W0UY,W0ZF,W0ZQ,W1AJT,W1AO,W1ARY,W1BLU,W1BZ,W1FM,W1FWS,W1JIM,W1JWC,W1QK,W1SSN,W1SYE,W1TIM,W1TO,W1UTE,W1WM/M,W1WV/M,W1ZU,W2AAA,W2BPL,W2BZ,W2CCC,W2CS,W2DQ,W2DXE,W2E,W2FMB,W2FU,W2GD,W2GDJ,W2GR,W2HJK,W2HMT,W2JCT,W2KYM,W2LC,W2M,W2NC,W2NO,W2NTV,W2NYW,W2OW,W2OZ,W2PJ,W2QCY,W2QL,W2R,W2REA,W2RLK,W2RQ,W2SB,W2SHR,W2SO,W2SSS,W2TB,W2TZ,W2VM,W2WC,W2XX,W3FIZ,W3LBY,W3MA,W3PD,W3RJ,W3SD,W3TB,W3TKB,W3US,W3XO,W3ZOE,W4BRC,W4CMG,W4DUQ,W4EE,W4LEW,W4LWC,W4MBD,W4SIG,W4TTA,W4VIC,W4WWQ,W4YE,W4ZGR,W5BUG,W5EEX,W5KJD,W5MEF,W5ODP,W5TM,W6AGZ,W6AXH,W6BHY,W6ECK,W6JKA,W6KW,W6LDX,W6MSD,W6TS,W6UB,W6ZXY,W7BSO,W7BTL,W7CEJ,W7EJM,W7ES,W7FWH,W7FZK,W7GF,W7KLA,W7KPL,W7LG,W7POE,W7RCS,W7RF/M,W7RG,W7SBH,W7SMG,W7T,W7TNC,W8CAG,W8HCG,W8KRZ,W8MP,W8NUD,W8OP,W8PI,W8TJM,W8ULM,W8VE,W9AEB,W9AHW,W9ARO,W9AVM,W9BR,W9DC,W9DKB,W9LDN,W9MEG,W9NJP,W9QL,W9RE,W9RNY,W9SN,W9YB,W9YK,WA0BJR,WA0I,WA0KNP,WA0LIF,WA0MHJ,WA0Z,WA1FMM,WA1UMU,WA2CHV,WA2CP,WA2DE,WA2DLN,WA2DNI,WA2GOT,WA2J,WA2JIM,WA2JLW,WA2JQK,WA2LMC,WA2NYY,WA2QAU,WA2QAU/ORL,WA2QWP,WA2S,WA2VZQ,WA3AFS,WA3DHM,WA3INC,WA3QNT,WA4JA,WA4ZEF,WA5CKF,WA5DSS,WA5DTK,WA5SOG,WA7EM,WA7MMM,WA7TT,WA8KAN,WA8OJR,WA8ZBT,WA9FET,WA9LEY,WA9YI,WA9YKK,WB0CJB,WB0FBT,WB0RLJ,WB0VMJ,WB2AIV,WB2AMN,WB2FUE,WB2JLR,WB2KAO,WB2KLD,WB2KWC,WB2NVR,WB2PIA,WB2PJH,WB2RRF,WB2SIH,WB2WFJ,WB2WIK,WB2WPM,WB3X,WB4CS,WB4HRL,WB4PAA,WB5HOW,WB5RYB,WB6BSA,WB6POT,WB7BNE,WB7CSW,WB7GR,WB8SCT,WB8UPO,WB8VNH,WB8ZRY,WB9DX,WB9HFK,WB9MII,WB9NDG,WC0P,WC2K,WD0BRP,WD4HIP,WD4OOZ,WD5CSK,WD8KLL,WD8RYC,WE8HAM,WH7U,WJ7S,WK2G,WK2H,WK4WC,WM2L,WM4Q,WN3DX,WN4AFP,WN6P,WO4O,WO9B,WP3Y,WQ6X,WQ7A,WQ9V,WT2X,WT4U,WU6X,WW2J,WW2P,WW2Y,WW5L,WW8L,WX7Z,WX8C,WY1H,WY7Y,XE1AY,YT1AR"
MS,9,"K2EAG,K2NV,K2QB,KO8SCA,KR2AA,N2MF,W2FU,WA2CP,WB2KAO"
MT,24,"K2A,K2NV,K2SSS,K2XA,K2ZR,K4RUM,KE2SD,KR2AA,N2GA,N2PP,N2RC,N2T,N2ZX,NN2L,W2FU,W2M,W2OW,W2TZ,WA2CP,WA2QAU,WB2AMN,WB2KAO,WB2SIH,WW2Y"
MTG,122,"AA2AD,AA2IL,AA2ZW,AA3R,AA4TI,AB3C,AB3CX,AC0W,AC2FA,AF5CC,AI2T,AJ5ZX,F5TVG,K0MPH,K0TRL,K1RO,K1VMT,K2A,K2AL,K2EAG,K2G,K2MN,K2MV,K2NV,K2Q,K2QB,K2RSK,K2SSS,K2V,K2XA,K2ZR,K3GHH/2,K3QP,K3TN,K4BAI,K4RUM,K4YFH,K5GE,K5QQ,K5TIA,K7REL,K9CW,K9NW,K9PW,K9UIY,KA3D,KB3NSK,KC3M,KE2AIZ,KE2SD,KG9X,KK4TE,KM2L,KM2O,KO8SCA,KR2AA,KR4AE,KV0I,KV2X,KW4EE,KW9A,KX2NY,KY7M,N0HJZ,N0LY,N1JP,N2CU,N2GA,N2JJ,N2MF,N2PP,N2RC,N2T,N2Y,N2ZX,N3JT,N3KI,N5EP,N5TJ,N6MU,N8II,NE8P,NG2P,NJ1F,NM2A,NN2L,OM2VL,VE3AQ,VE3TM,VE3YT,W0ZQ,W1AJT,W2FU,W2GDJ,W2GR,W2M,W2REA,W2RQ,W2SO,W2TB,W2TZ,W4LEW,W5TM,W8HCG,W8PI,W9DC,W9QL,W9RE,WA2CHV,WA2CP,WA2LMC,WA2QAU,WA2Y,WA5SOG,WA8ZBT,WB2AMN,WB2JLR,WB2KAO,WB9HFK,WO4O,WW2J,WW2Y"
